country,election_year,source_table,date_raw,marker_text,marker_relevance,marker_party_rows,national_overlap_parties,marker_mae,marker_max_abs_error,matched_parties
uk,2019,uk_2019_table35.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,2,2,12.06485711300424,18.90378178559392,CON|LIB
uk,2019,uk_2019_table35.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,2,2,8.188924672589678,13.503781785593917,CON|LIB
uk,2019,uk_2019_table36.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,4,3,10.134829975491014,13.27406755958544,CON|LAB|LIB
uk,2019,uk_2019_table36.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,4,3,8.634829975491016,9.553781785593918,CON|LAB|LIB
uk,2019,uk_2019_table37.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,4,3,7.781215064232614,9.023359418706313,CON|LAB|LIB
uk,2019,uk_2019_table37.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,3,3,9.781215064232612,16.423359418706312,CON|LAB|LIB
uk,2019,uk_2019_table38.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,3,3,4.283736254628557,6.923359418706312,CON|LAB|LIB
uk,2019,uk_2019_table38.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,3,3,6.767691214904929,14.853781785593915,CON|LAB|LIB
uk,2019,uk_2019_table39.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,5,3,6.881215064232612,7.8462182144060835,CON|LAB|LIB
uk,2019,uk_2019_table39.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,3,3,9.93183669117565,19.023359418706313,CON|LAB|LIB
uk,2019,uk_2019_table4.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,7,3,4.415170024508987,8.423359418706312,CON|LAB|LIB
uk,2019,uk_2019_table40.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,3,2,17.325354070439566,22.17664058129369,CON|LAB
uk,2019,uk_2019_table40.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,3,2,16.175354070439564,21.67406755958544,CON|LAB
uk,2019,uk_2019_table41.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,3,3,22.268163308824352,33.45378178559392,CON|LAB|LIB
uk,2019,uk_2019_table41.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,3,3,11.034829975491016,14.974067559585443,CON|LAB|LIB
uk,2019,uk_2019_table42.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,3,3,17.768163308824352,27.65378178559392,CON|LAB|LIB
uk,2019,uk_2019_table42.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,3,3,12.134829975491016,13.076640581293688,CON|LAB|LIB
uk,2019,uk_2019_table43.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,4,3,7.665170024508986,16.523359418706313,CON|LAB|LIB
uk,2019,uk_2019_table43.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,3,3,6.9010245482382615,8.923359418706312,CON|LAB|LIB
uk,2019,uk_2019_table44.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,4,3,5.081215064232613,8.023359418706313,CON|LAB|LIB
uk,2019,uk_2019_table44.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,4,3,7.38121506423261,11.223359418706309,CON|LAB|LIB
uk,2019,uk_2019_table45.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,4,3,13.018163308824349,15.253781785593917,CON|LAB|LIB
uk,2019,uk_2019_table46.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,4,3,25.01878493576739,42.95378178559392,CON|LAB|LIB
uk,2019,uk_2019_table46.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,3,3,20.318784935767386,35.753781785593915,CON|LAB|LIB
uk,2019,uk_2019_table47.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,4,3,8.401496642157682,10.553781785593918,CON|LAB|LIB
uk,2019,uk_2019_table47.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,4,3,5.281215064232613,9.974067559585443,CON|LAB|LIB
uk,2019,uk_2019_table48.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,5,3,5.281215064232612,7.246218214406084,CON|LAB|LIB
uk,2019,uk_2019_table48.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,4,3,8.647881730899279,16.82335941870631,CON|LAB|LIB
uk,2019,uk_2019_table49.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,5,3,5.131836691175652,11.723359418706309,CON|LAB|LIB
uk,2019,uk_2019_table49.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,4,3,7.247881730899279,14.623359418706315,CON|LAB|LIB
uk,2019,uk_2019_table5.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,5,1,0.5462182144060836,0.5462182144060836,LIB
uk,2019,uk_2019_table5.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,4,1,0.45378178559391635,0.45378178559391635,LIB
uk,2019,uk_2019_table50.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,5,3,6.747881730899279,11.27406755958544,CON|LAB|LIB
uk,2019,uk_2019_table50.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,3,3,9.198503357842316,17.32335941870631,CON|LAB|LIB
uk,2019,uk_2019_table8.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,6,3,11.349597078704775,18.525932440414557,CON|LAB|LIB
uk,2019,uk_2019_table8.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,5,3,8.249597078704776,15.025932440414557,CON|LAB|LIB
uk,2019,uk_2019_table9.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,explicit_current_year,6,3,7.298503357842317,8.82335941870631,CON|LAB|LIB
uk,2019,uk_2019_table9.csv,8 Jun 2017,8 Jun 2017 | 2017 general election,historical_other_year,5,3,11.298503357842316,16.82335941870631,CON|LAB|LIB
uk,2024,uk_2024_table14.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,historical_other_year,4,0,,,
uk,2024,uk_2024_table14.csv,4 Jul 2024,4 Jul 2024 | 2024 general election,explicit_current_year,4,0,,,
uk,2024,uk_2024_table2.csv,4 Jul 2024,4 Jul 2024 | 2024 general election,explicit_current_year,6,0,,,
uk,2024,uk_2024_table6.csv,12 Dec 2019,12 Dec 2019 | 2019 general election,historical_other_year,7,0,,,
